nest.id,nest,area,year,no.eggs,no.nestlings,prop.hatched,no.fledged,prop.fledged,clutch_initiation_date,clutch_initiation_day,box,cover
N1371,rb229,6NUT,2011,1,1,1,1,1,31/05/2011,151,Yes,NA
N1372,rb296,G1E,2011,2,2,1,1,0.5,31/05/2011,151,Yes,NA
N1373,ro38,6SMID,2011,2,2,1,1,0.5,31/05/2011,151,No,NA
N1374,ro39,6NUT,2011,2,2,1,2,1,31/05/2011,151,No,NA
N1375,co112,6SUT,2011,2,2,1,2,1,01/06/2011,152,No,NA
N1376,rb111,4B1,2011,1,1,1,1,1,01/06/2011,152,Yes,NA
N1377,rb219,6SUT,2011,2,1,0.5,1,1,01/06/2011,152,Yes,NA
N1378,rb247,6SMID,2011,2,2,1,2,1,01/06/2011,152,Yes,NA
N1379,rb27,4A1,2011,2,2,1,2,1,01/06/2011,152,Yes,NA
N1380,ro41,4A1,2011,2,2,1,2,1,01/06/2011,152,No,NA
N1381,ro58,4A1,2011,1,1,1,1,1,01/06/2011,152,No,NA
N1382,ro59,4A1,2011,2,2,1,2,1,01/06/2011,152,No,NA
N1383,ro60,4A1,2011,2,2,1,2,1,01/06/2011,152,No,NA
N1384,pie 192,G1E,2011,1,1,1,1,1,02/06/2011,153,No,NA
N1385,rb317,4B2,2011,2,2,1,2,1,02/06/2011,153,Yes,NA
N1386,ro 61,4B2,2011,2,1,0.5,0,0,02/06/2011,153,No,NA
N1387,ro40,4B1,2011,2,1,0.5,1,1,02/06/2011,153,No,NA
N1388,ro42,4A1,2011,2,1,0.5,1,1,02/06/2011,153,No,NA
N1389,ro44,6SUT,2011,1,1,1,0,0,02/06/2011,153,No,NA
N1390,rb101,4B1,2011,2,1,0.5,1,1,03/06/2011,154,Yes,NA
N1391,rb135,4B1,2011,2,2,1,2,1,03/06/2011,154,Yes,NA
N1392,rb176,G1E,2011,2,1,0.5,1,1,03/06/2011,154,Yes,NA
N1393,rb265,G1E,2011,2,2,1,1,0.5,03/06/2011,154,Yes,NA
N1394,ro PIE 68,G1E,2011,2,2,1,2,1,03/06/2011,154,No,NA
N1395,ro45,4B1,2011,1,1,1,1,1,03/06/2011,154,No,NA
N1396,ro46,4A1,2011,1,1,1,1,1,04/06/2011,155,No,NA
N1397,ro47,6SUT,2011,2,2,1,2,1,04/06/2011,155,No,NA
N1398,ro48,4A2,2011,2,2,1,2,1,05/06/2011,156,No,NA
N1399,ro49,4B1,2011,2,1,0.5,0,0,07/06/2011,158,No,NA
N1400,ro50,4B1,2011,1,1,1,0,0,07/06/2011,158,No,NA
N1401,ro51,6SMID,2011,1,1,1,1,1,07/06/2011,158,No,NA
N1402,ro52,4A1,2011,1,1,1,0,0,07/06/2011,158,No,NA
N1403,ro 553,6SMID,2011,1,1,1,1,1,09/06/2011,160,No,NA
N1404,ro53,4A1,2011,1,0,0,NA,NA,09/06/2011,160,No,NA
N1405,ro54,4A1,2011,1,1,1,0,0,10/06/2011,161,No,NA
N1406,ro55,4A1,2011,1,1,1,1,1,10/06/2011,161,No,NA
N1407,ro56,4B1,2011,1,1,1,0,0,10/06/2011,161,No,NA
N1408,rb118,4B1,2011,1,1,1,1,1,15/06/2011,166,Yes,NA
N1409,rb52,4A2,2011,2,2,1,2,1,17/06/2011,168,Yes,NA
N1410,rb147,4B1,2011,1,1,1,1,1,18/06/2011,169,Yes,NA
N1411,ro 556,6SMID,2011,1,1,1,0,0,19/06/2011,170,No,NA
N1412,ro555,6SMID,2011,1,0,0,NA,NA,19/06/2011,170,No,NA
N1413,ro559,6SMID,2011,1,0,0,NA,NA,19/06/2011,170,No,NA
N1414,ro new,4B1,2011,2,2,1,NA,NA,25/06/2011,176,No,NA
N1415,rb216,6SUT,2011,1,0,0,NA,NA,26/06/2011,177,Yes,NA
N1416,ro new,4B1,2011,2,2,1,NA,NA,28/06/2011,179,No,NA
N1418,rb25,4A1,2010,2,2,1,2,1,17/05/2010,137,Yes,NA
N1419,rb21,4A1,2010,1,1,1,1,1,20/05/2010,140,Yes,NA
N1420,rb60,4A2,2010,2,1,0.5,1,1,20/05/2010,140,Yes,NA
N1421,rb136,4B1,2010,1,0,0,NA,NA,21/05/2010,141,Yes,NA
N1422,rb131,4B1,2010,2,2,1,1,0.5,22/05/2010,142,Yes,NA
N1423,rb147,4B1,2010,1,1,1,1,1,22/05/2010,142,Yes,NA
N1424,rb19,4A1,2010,2,2,1,1,0.5,22/05/2010,142,Yes,NA
N1425,rb301,4B2,2010,2,1,0.5,1,1,22/05/2010,142,Yes,NA
N1426,rb31,4A1,2010,2,2,1,2,1,22/05/2010,142,Yes,NA
N1427,rb316,4B2,2010,1,1,1,0,0,22/05/2010,142,Yes,NA
N1428,rb318,4B2,2010,2,2,1,2,1,22/05/2010,142,Yes,NA
N1429,rb320,4B2,2010,1,1,1,1,1,22/05/2010,142,Yes,NA
N1430,rb52,4A2,2010,1,1,1,1,1,22/05/2010,142,Yes,NA
N1431,rb68,4A2,2010,2,2,1,2,1,22/05/2010,142,Yes,NA
N1432,rb10,4A1,2010,2,1,0.5,1,1,23/05/2010,143,Yes,NA
N1433,rb108,4B1,2010,1,1,1,1,1,23/05/2010,143,Yes,NA
N1434,rb117,4B1,2010,1,1,1,1,1,23/05/2010,143,Yes,NA
N1435,rb119,4B1,2010,2,2,1,1,0.5,23/05/2010,143,Yes,NA
N1436,rb15,4A1,2010,2,2,1,1,0.5,23/05/2010,143,Yes,NA
N1437,rb201,6SUT,2010,1,1,1,1,1,23/05/2010,143,Yes,NA
N1438,rb223,6NUT,2010,2,2,1,2,1,23/05/2010,143,Yes,NA
N1439,rb27,4A1,2010,2,2,1,2,1,23/05/2010,143,Yes,NA
N1440,rb30,4A1,2010,2,2,1,0,0,23/05/2010,143,Yes,NA
N1441,rb32,4A1,2010,2,2,1,2,1,23/05/2010,143,Yes,NA
N1442,rb39,4A1,2010,2,2,1,2,1,23/05/2010,143,Yes,NA
N1443,rb48,4A2,2010,1,1,1,1,1,23/05/2010,143,Yes,NA
N1444,ro1,4A1,2010,2,2,1,2,1,23/05/2010,143,No,NA
N1445,ro2,4B1,2010,2,2,1,2,1,23/05/2010,143,No,NA
N1446,ro3,6SUT,2010,1,1,1,1,1,23/05/2010,143,No,NA
N1447,rb102,4B1,2010,1,1,1,1,1,24/05/2010,144,Yes,NA
N1448,rb114,4B1,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1449,rb128,4B1,2010,2,2,1,1,0.5,24/05/2010,144,Yes,NA
N1450,rb129,4B1,2010,2,2,1,1,0.5,24/05/2010,144,Yes,NA
N1451,rb16,4A1,2010,1,1,1,1,1,24/05/2010,144,Yes,NA
N1452,rb17,4A1,2010,1,1,1,1,1,24/05/2010,144,Yes,NA
N1453,rb186,6SMID,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1454,rb203,6SUT,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1455,rb207,6SUT,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1456,rb302,4B2,2010,2,2,1,1,0.5,24/05/2010,144,Yes,NA
N1457,rb309,4B2,2010,1,1,1,1,1,24/05/2010,144,Yes,NA
N1458,rb311,4B2,2010,2,1,0.5,1,1,24/05/2010,144,Yes,NA
N1459,rb314,4B2,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1460,rb317,4B2,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1461,rb40,4A1,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1462,rb41,4A1,2010,1,1,1,1,1,24/05/2010,144,Yes,NA
N1463,rb49,4A2,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1464,rb50,4A2,2010,1,1,1,1,1,24/05/2010,144,Yes,NA
N1465,rb56,4A2,2010,1,1,1,1,1,24/05/2010,144,Yes,NA
N1466,rb63,4A2,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1467,rb67,4A2,2010,2,2,1,2,1,24/05/2010,144,Yes,NA
N1468,ro4,4B1,2010,1,1,1,1,1,24/05/2010,144,No,NA
N1469,ro5,6NUT,2010,1,1,1,1,1,24/05/2010,144,No,NA
N1470,ro8,4A1,2010,1,1,1,1,1,24/05/2010,144,No,NA
N1471,r11,6SMID,2010,2,2,1,1,0.5,25/05/2010,145,No,NA
N1472,r12,4B1,2010,2,2,1,2,1,25/05/2010,145,No,NA
N1473,r17,4A2,2010,1,1,1,1,1,25/05/2010,145,No,NA
N1474,rb105,4B1,2010,1,1,1,1,1,25/05/2010,145,Yes,NA
N1475,rb111,4B1,2010,2,2,1,2,1,25/05/2010,145,Yes,NA
N1476,rb116,4B1,2010,1,1,1,0,0,25/05/2010,145,Yes,NA
N1477,rb123,4B1,2010,1,1,1,0,0,25/05/2010,145,Yes,NA
N1478,rb188,6SMID,2010,1,1,1,1,1,25/05/2010,145,Yes,NA
N1479,rb193,6SMID,2010,1,1,1,1,1,25/05/2010,145,Yes,NA
N1480,rb23,4A1,2010,2,2,1,1,0.5,25/05/2010,145,Yes,NA
N1481,rb315,4B2,2010,1,1,1,1,1,25/05/2010,145,Yes,NA
N1482,rb37,4A1,2010,2,2,1,2,1,25/05/2010,145,Yes,NA
N1483,rb38,4A1,2010,2,2,1,2,1,25/05/2010,145,Yes,NA
N1484,rb5,4A1,2010,2,2,1,2,1,25/05/2010,145,Yes,NA
N1485,rb53,4A2,2010,1,1,1,1,1,25/05/2010,145,Yes,NA
N1486,rb6,4A1,2010,1,1,1,1,1,25/05/2010,145,Yes,NA
N1487,rb66,4A2,2010,2,2,1,2,1,25/05/2010,145,Yes,NA
N1488,ro7,4A2,2010,1,1,1,1,1,25/05/2010,145,No,NA
N1489,ro9,4B2,2010,1,1,1,1,1,25/05/2010,145,No,NA
N1490,(rb)231,6NUT,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1491,r21,6SMID,2010,1,1,1,1,1,26/05/2010,146,No,NA
N1492,rb104,4B1,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1493,rb109,4B1,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1494,rb11,4A1,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1495,rb110,4B1,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1496,rb121,4B1,2010,2,1,0.5,1,1,26/05/2010,146,Yes,NA
N1497,rb124,4B1,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1498,rb127,4B1,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1499,rb13,4A1,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1500,rb14,4A1,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1501,rb179,6SMID,2010,1,1,1,0,0,26/05/2010,146,Yes,NA
N1502,rb185,6SMID,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1503,rb190,6SMID,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1504,rb192,6SMID,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1505,rb194,6SMID,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1506,rb200,6SUT,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1507,rb202,6SUT,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1508,rb211,6SUT,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1509,rb22,4A1,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1510,rb24,4A1,2010,3,3,1,2,0.666666667,26/05/2010,146,Yes,NA
N1511,rb26,4A1,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1512,rb28,4A1,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1513,rb3,4A1,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1514,rb303,4B2,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1515,rb308,4B2,2010,2,2,1,1,0.5,26/05/2010,146,Yes,NA
N1516,rb312,4B2,2010,2,1,0.5,1,1,26/05/2010,146,Yes,NA
N1517,rb42,4A1,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1518,rb43,4A2,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1519,rb44,4A2,2010,2,2,1,1,0.5,26/05/2010,146,Yes,NA
N1520,rb45,4A2,2010,1,1,1,0,0,26/05/2010,146,Yes,NA
N1521,rb46,4A2,2010,2,2,1,1,0.5,26/05/2010,146,Yes,NA
N1522,rb47,4A2,2010,2,2,1,2,1,26/05/2010,146,Yes,NA
N1523,rb51,4A2,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1524,rb58,4A2,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1525,rb64,4A2,2010,1,1,1,1,1,26/05/2010,146,Yes,NA
N1526,r10,6SMID,2010,1,1,1,0,0,27/05/2010,147,No,NA
N1527,r16,6SUT,2010,1,1,1,1,1,27/05/2010,147,No,NA
N1528,r6,6SMID,2010,1,1,1,1,1,27/05/2010,147,No,NA
N1529,rb125,4B1,2010,1,0,0,NA,NA,27/05/2010,147,Yes,NA
N1530,rb126,4B1,2010,2,2,1,2,1,27/05/2010,147,Yes,NA
N1531,rb189,6SMID,2010,1,1,1,1,1,27/05/2010,147,Yes,NA
N1532,rb195,6SMID,2010,2,2,1,2,1,27/05/2010,147,Yes,NA
N1533,rb219,6SUT,2010,2,2,1,2,1,27/05/2010,147,Yes,NA
N1534,rb53a,4A2,2010,2,2,1,2,1,27/05/2010,147,Yes,NA
N1535,rb61,4A2,2010,1,1,1,0,0,27/05/2010,147,Yes,NA
N1536,rb8,4A1,2010,2,1,0.5,1,1,27/05/2010,147,Yes,NA
N1537,r13,4A1,2010,1,1,1,1,1,28/05/2010,148,No,NA
N1538,r15,4A1,2010,1,1,1,1,1,28/05/2010,148,No,NA
N1539,r18,4A2,2010,2,2,1,0,0,28/05/2010,148,No,NA
N1540,rb0,4A1,2010,2,2,1,1,0.5,28/05/2010,148,Yes,NA
N1541,rb1,4A1,2010,2,2,1,2,1,28/05/2010,148,Yes,NA
N1542,rb12,4A1,2010,2,2,1,1,0.5,28/05/2010,148,Yes,NA
N1543,rb130,4B1,2010,2,2,1,2,1,28/05/2010,148,Yes,NA
N1544,rb208,6SUT,2010,2,2,1,1,0.5,28/05/2010,148,Yes,NA
N1545,rb29,4A1,2010,1,1,1,1,1,28/05/2010,148,Yes,NA
N1546,rb35,4A1,2010,1,1,1,1,1,28/05/2010,148,Yes,NA
N1547,rb62,4A2,2010,2,2,1,2,1,28/05/2010,148,Yes,NA
N1548,r19,4A1,2010,1,1,1,1,1,29/05/2010,149,No,NA
N1549,r20,6NUT,2010,2,2,1,2,1,29/05/2010,149,No,NA
N1550,r23,4A2,2010,1,0,0,NA,NA,29/05/2010,149,No,NA
N1551,rb103,4B1,2010,1,1,1,1,1,29/05/2010,149,Yes,NA
N1552,rb113,4B1,2010,1,1,1,1,1,29/05/2010,149,Yes,NA
N1553,rb191,6SMID,2010,2,2,1,2,1,29/05/2010,149,Yes,NA
N1554,rb199,6SUT,2010,2,2,1,2,1,29/05/2010,149,Yes,NA
N1555,rb225,6NUT,2010,1,1,1,1,1,29/05/2010,149,Yes,NA
N1556,rb307,4B2,2010,1,1,1,1,1,29/05/2010,149,Yes,NA
N1557,rb33,4A1,2010,2,2,1,2,1,29/05/2010,149,Yes,NA
N1558,rb34,4A1,2010,2,2,1,2,1,29/05/2010,149,Yes,NA
N1559,rb36,4A1,2010,1,0,0,NA,NA,29/05/2010,149,Yes,NA
N1560,r24,4B2,2010,1,1,1,1,1,30/05/2010,150,No,NA
N1561,r26,4A2,2010,1,1,1,1,1,30/05/2010,150,No,NA
N1562,rb247,6SMID,2010,1,1,1,1,1,30/05/2010,150,Yes,NA
N1563,rb55,4A2,2010,1,1,1,1,1,30/05/2010,150,Yes,NA
N1564,r28,4B1,2010,1,1,1,1,1,31/05/2010,151,No,NA
N1565,r29,4A2,2010,1,1,1,1,1,31/05/2010,151,No,NA
N1566,r32,6SUT,2010,1,1,1,1,1,31/05/2010,151,No,NA
N1567,r33,4B1,2010,1,1,1,0,0,31/05/2010,151,No,NA
N1568,rb65,4A2,2010,1,1,1,1,1,31/05/2010,151,Yes,NA
N1569,rb9,4A1,2010,1,1,1,1,1,31/05/2010,151,Yes,NA
N1570,r27,6SMID,2010,1,1,1,1,1,01/06/2010,152,No,NA
N1571,r31,4A1,2010,1,1,1,1,1,01/06/2010,152,No,NA
N1572,r34,6SUT,2010,1,1,1,1,1,01/06/2010,152,No,NA
N1573,r36,4A2,2010,2,0,0,NA,NA,01/06/2010,152,No,NA
N1574,rb59,4A2,2010,1,1,1,1,1,01/06/2010,152,Yes,NA
N1575,r22,4A2,2010,1,1,1,1,1,02/06/2010,153,No,NA
N1576,r37,4B1,2010,1,1,1,1,1,02/06/2010,153,No,NA
N1577,r38,6SMID,2010,1,1,1,1,1,02/06/2010,153,No,NA
N1578,r42,4A1,2010,1,1,1,1,1,02/06/2010,153,No,NA
N1579,r43,4B1,2010,1,1,1,0,0,02/06/2010,153,No,NA
N1580,rb187,6SMID,2010,1,1,1,1,1,02/06/2010,153,Yes,NA
N1581,rb196,6SUT,2010,1,1,1,1,1,02/06/2010,153,Yes,NA
N1582,rb20,4A1,2010,1,1,1,1,1,02/06/2010,153,Yes,NA
N1583,rb122,4B1,2010,1,1,1,1,1,03/06/2010,154,Yes,NA
N1584,rb305,4B2,2010,1,1,1,1,1,03/06/2010,154,Yes,NA
N1585,rb4,4A1,2010,1,1,1,1,1,05/06/2010,156,Yes,NA
N1586,r41,6SMID,2010,1,0,0,NA,NA,06/06/2010,157,No,NA
N1587,r44,4A1,2010,1,1,1,1,1,06/06/2010,157,No,NA
N1588,r46,4A1,2010,2,1,0.5,1,1,07/06/2010,158,No,NA
N1589,rb134,4B1,2010,1,0,0,NA,NA,07/06/2010,158,Yes,NA
N1590,r40,4A1,2010,1,1,1,1,1,08/06/2010,159,No,NA
N1591,r47,6SMID,2010,1,1,1,1,1,08/06/2010,159,No,NA
N1592,r48,6SMID,2010,2,1,0.5,0,0,08/06/2010,159,No,NA
N1593,r49,6SMID,2010,1,0,0,NA,NA,08/06/2010,159,No,NA
N1594,r50,6SUT,2010,1,1,1,1,1,10/06/2010,161,No,NA
N1595,r51,4B2,2010,1,1,1,1,1,10/06/2010,161,No,NA
N1596,r52,4B1,2010,1,1,1,1,1,10/06/2010,161,No,NA
N1597,r54,6SMID,2010,1,0,0,NA,NA,10/06/2010,161,No,NA
N1598,r55,6SMID,2010,1,0,0,NA,NA,10/06/2010,161,No,NA
N1599,r45,4A1,2010,1,1,1,1,1,13/06/2010,164,No,NA
N1600,r60,4B1,2010,1,1,1,1,1,13/06/2010,164,No,NA
N1601,r61,6SMID,2010,1,1,1,1,1,13/06/2010,164,No,NA
N1602,rb7,4a1,2010,1,1,1,1,1,14/06/2010,165,Yes,NA
N1603,r59,4A2,2010,1,1,1,1,1,15/06/2010,166,No,NA
N1604,r443,4B2,2010,1,1,1,1,1,16/06/2010,167,No,NA
N1605,r56,4A1,2010,1,1,1,0,0,16/06/2010,167,No,NA
N1606,r442,4A1,2010,1,0,0,NA,NA,17/06/2010,168,No,NA
N1607,r444,4B2,2010,1,1,1,1,1,17/06/2010,168,No,NA
N1608,r446,4A1,2010,2,2,1,2,1,17/06/2010,168,No,NA
N1609,r14,4B1,2010,2,2,1,0,0,18/06/2010,169,No,NA
N1610,r30,6SMID,2010,1,1,1,1,1,18/06/2010,169,No,NA
N1611,r445,4A2,2010,1,1,1,0,0,18/06/2010,169,No,NA
N1612,r447,4A1,2010,1,1,1,1,1,18/06/2010,169,No,NA
N1613,r451,4A1,2010,2,2,1,1,0.5,18/06/2010,169,No,NA
N1614,r542,4B1,2010,1,0,0,NA,NA,18/06/2010,169,No,NA
N1615,rb304,4B2,2010,2,2,1,2,1,18/06/2010,169,Yes,NA
N1616,r546,4B1,2010,1,1,1,1,1,19/06/2010,170,No,NA
N1617,r508,4A1,2010,1,1,1,1,1,21/06/2010,172,No,NA
N1618,r525,4B2,2010,1,1,1,1,1,22/06/2010,173,No,NA
N1619,r505,4A2,2010,1,1,1,1,1,23/06/2010,174,No,NA
N1620,r53,4A2,2010,1,1,1,NA,NA,25/06/2010,176,No,NA
N1621,r133,4B1,2010,1,1,1,1,1,27/06/2010,178,No,NA
N1622,r175,4A1,2010,1,0,0,NA,NA,27/06/2010,178,No,NA
N1623,r524,6SMID,2010,1,0,0,NA,NA,27/06/2010,178,No,NA
N1624,r606,6SMID,2010,1,0,0,NA,NA,27/06/2010,178,No,NA
N1625,r39,4A1,2010,1,0,0,NA,NA,12/07/2010,193,No,NA
N1628,RB21,4A1,2009,1,1,1,1,1,19/05/2009,139,Yes,NA
N1629,RB24,4A1,2009,2,2,1,1,0.5,19/05/2009,139,Yes,NA
N1630,RB25,4A1,2009,1,1,1,1,1,20/05/2009,140,Yes,NA
N1631,RB65,4A2,2009,2,2,1,NA,NA,21/05/2009,141,Yes,NA
N1632,RB08,4A1,2009,2,2,1,2,1,22/05/2009,142,Yes,NA
N1633,RB114,4B1,2009,2,2,1,2,1,22/05/2009,142,Yes,NA
N1634,RB120,4B1,2009,1,1,1,1,1,22/05/2009,142,Yes,NA
N1635,RB126,4B1,2009,1,1,1,1,1,22/05/2009,142,Yes,NA
N1636,RB15,4A1,2009,2,2,1,2,1,22/05/2009,142,Yes,NA
N1637,RB199,6SUT,2009,2,2,1,2,1,22/05/2009,142,Yes,NA
N1638,RB214,6SUT,2009,1,1,1,1,1,22/05/2009,142,Yes,NA
N1639,RB316,4B2,2009,2,2,1,2,1,22/05/2009,142,Yes,NA
N1640,RB317,4B2,2009,2,2,1,2,1,22/05/2009,142,Yes,NA
N1641,RB320,4B2,2009,2,2,1,1,0.5,22/05/2009,142,Yes,NA
N1642,RB37,4A1,2009,2,2,1,2,1,22/05/2009,142,Yes,NA
N1643,RB61,4A2,2009,2,2,1,NA,NA,22/05/2009,142,Yes,NA
N1644,RO14,4A1,2009,2,2,1,2,1,22/05/2009,142,No,NA
N1645,RB129,4B1,2009,1,1,1,1,1,23/05/2009,143,Yes,NA
N1646,RB16,4A1,2009,2,2,1,2,1,23/05/2009,143,Yes,NA
N1647,RB186,6SMID,2009,1,1,1,1,1,23/05/2009,143,Yes,NA
N1648,RB20,4A1,2009,2,2,1,2,1,23/05/2009,143,Yes,NA
N1649,RB309,4B2,2009,2,1,0.5,0,0,23/05/2009,143,Yes,NA
N1650,RB32,4A1,2009,2,1,0.5,1,1,23/05/2009,143,Yes,NA
N1651,RB33,4A1,2009,2,2,1,2,1,23/05/2009,143,Yes,NA
N1652,RB36,4A1,2009,2,2,1,1,0.5,23/05/2009,143,Yes,NA
N1653,RB42,4A1,2009,2,1,0.5,1,1,23/05/2009,143,Yes,NA
N1654,RB52,4A2,2009,2,2,1,2,1,23/05/2009,143,Yes,NA
N1655,RB55,4A2,2009,2,2,1,NA,NA,23/05/2009,143,Yes,NA
N1656,RB60,4A2,2009,1,1,1,1,1,23/05/2009,143,Yes,NA
N1657,RB68,4A2,2009,2,2,1,NA,NA,23/05/2009,143,Yes,NA
N1658,RB07,4A1,2009,2,2,1,2,1,24/05/2009,144,Yes,NA
N1659,RB124,4B1,2009,2,2,1,2,1,24/05/2009,144,Yes,NA
N1660,RB127,4B1,2009,2,1,0.5,1,1,24/05/2009,144,Yes,NA
N1661,RB128,4B1,2009,2,2,1,2,1,24/05/2009,144,Yes,NA
N1662,RB131,4B1,2009,2,2,1,NA,NA,24/05/2009,144,Yes,NA
N1663,RB17,4A1,2009,1,1,1,1,1,24/05/2009,144,Yes,NA
N1664,RB18,4A1,2009,1,1,1,1,1,24/05/2009,144,Yes,NA
N1665,RB19,4A1,2009,2,2,1,2,1,24/05/2009,144,Yes,NA
N1666,RB209,6SUT,2009,2,2,1,2,1,24/05/2009,144,Yes,NA
N1667,RB28,4A1,2009,2,2,1,2,1,24/05/2009,144,Yes,NA
N1668,RB302,4B2,2009,2,2,1,2,1,24/05/2009,144,Yes,NA
N1669,RB306,4B2,2009,2,1,0.5,1,1,24/05/2009,144,Yes,NA
N1670,RB314,4B2,2009,2,2,1,1,0.5,24/05/2009,144,Yes,NA
N1671,RB315,4B2,2009,2,2,1,2,1,24/05/2009,144,Yes,NA
N1672,RB318,4B2,2009,2,2,1,2,1,24/05/2009,144,Yes,NA
N1673,RB44,4A2,2009,2,2,1,NA,NA,24/05/2009,144,Yes,NA
N1674,RB47,4A2,2009,2,2,1,NA,NA,24/05/2009,144,Yes,NA
N1675,RB49,4A2,2009,1,1,1,1,1,24/05/2009,144,Yes,NA
N1676,RB59,4A2,2009,2,2,1,NA,NA,24/05/2009,144,Yes,NA
N1677,RO09,4A1,2009,2,2,1,2,1,24/05/2009,144,No,NA
N1678,RO11,6SMID,2009,2,2,1,2,1,24/05/2009,144,No,NA
N1679,RB108,4B1,2009,2,2,1,2,1,25/05/2009,145,Yes,NA
N1680,RB110,4B1,2009,2,2,1,2,1,25/05/2009,145,Yes,NA
N1681,RB112,4B1,2009,2,2,1,2,1,25/05/2009,145,Yes,NA
N1682,RB119,4B1,2009,2,2,1,2,1,25/05/2009,145,Yes,NA
N1683,RB12,4A1,2009,2,2,1,2,1,25/05/2009,145,Yes,NA
N1684,RB13,4A1,2009,2,1,0.5,1,1,25/05/2009,145,Yes,NA
N1685,RB198,6SUT,2009,1,1,1,1,1,25/05/2009,145,Yes,NA
N1686,RB200,6SUT,2009,2,2,1,2,1,25/05/2009,145,Yes,NA
N1687,RB202,6SUT,2009,2,2,1,2,1,25/05/2009,145,Yes,NA
N1688,RB219,6SUT,2009,2,2,1,1,0.5,25/05/2009,145,Yes,NA
N1689,RB247,6SMID,2009,2,2,1,2,1,25/05/2009,145,Yes,NA
N1690,RB308,4B2,2009,2,2,1,2,1,25/05/2009,145,Yes,NA
N1691,RB31,4A1,2009,1,1,1,1,1,25/05/2009,145,Yes,NA
N1692,RB43,4A2,2009,2,2,1,NA,NA,25/05/2009,145,Yes,NA
N1693,RB45,4A2,2009,2,2,1,NA,NA,25/05/2009,145,Yes,NA
N1694,RB48,4A2,2009,2,2,1,NA,NA,25/05/2009,145,Yes,NA
N1695,RB50,4A2,2009,2,2,1,NA,NA,25/05/2009,145,Yes,NA
N1696,RB51,4A2,2009,2,2,1,NA,NA,25/05/2009,145,Yes,NA
N1697,RB56,4A2,2009,1,1,1,1,1,25/05/2009,145,Yes,NA
N1698,RB66,4A2,2009,2,2,1,NA,NA,25/05/2009,145,Yes,NA
N1699,RO07,6SUT,2009,2,2,1,1,0.5,25/05/2009,145,No,NA
N1700,RO08,4B2,2009,2,2,1,1,0.5,25/05/2009,145,No,NA
N1701,RO10,4A2,2009,2,2,1,NA,NA,25/05/2009,145,No,NA
N1702,RO19,4A1,2009,2,2,1,2,1,25/05/2009,145,No,NA
N1703,RO22,4B2,2009,1,1,1,1,1,25/05/2009,145,No,NA
N1704,RB03,4A1,2009,1,1,1,0,0,26/05/2009,146,Yes,NA
N1705,RB147,4B1,2009,2,2,1,2,1,26/05/2009,146,Yes,NA
N1706,RB179,6SMID,2009,2,2,1,2,1,26/05/2009,146,Yes,NA
N1707,RB188,6SMID,2009,2,2,1,NA,NA,26/05/2009,146,Yes,NA
N1708,RB201,6SUT,2009,2,2,1,2,1,26/05/2009,146,Yes,NA
N1709,RB207,6SUT,2009,2,2,1,2,1,26/05/2009,146,Yes,NA
N1710,RB23,4A1,2009,2,1,0.5,1,1,26/05/2009,146,Yes,NA
N1711,RB26,4A1,2009,2,2,1,2,1,26/05/2009,146,Yes,NA
N1712,RB29,4A1,2009,2,2,1,2,1,26/05/2009,146,Yes,NA
N1713,RB301,4B2,2009,2,2,1,2,1,26/05/2009,146,Yes,NA
